"No.","Time","Source","Destination","Protocol","Length","Info"
"24","41.708992834","fe80::4c15:5bf5:ef58:2ff6","ff02::c","UDP","718","50918  >  3702 Len=656"
"25","41.771009666","140.82.113.21","192.168.17.131","TLSv1.2","117","Application Data, Application Data"
"26","41.771009998","140.82.113.21","192.168.17.131","TCP","60","443  >  53054 [FIN, PSH, ACK] Seq=64 Ack=1 Win=64240 Len=0"
"27","41.771064893","192.168.17.131","140.82.113.21","TCP","54","53054  >  443 [ACK] Seq=1 Ack=64 Win=65535 Len=0"
"28","41.772383400","192.168.17.131","140.82.113.21","TLSv1.2","110","Application Data"
"29","41.772515124","140.82.113.21","192.168.17.131","TCP","60","443  >  53054 [ACK] Seq=65 Ack=57 Win=64240 Len=0"
"30","41.773343006","192.168.17.131","140.82.113.21","TCP","54","53054  >  443 [FIN, ACK] Seq=57 Ack=65 Win=65535 Len=0"
"31","41.773487164","140.82.113.21","192.168.17.131","TCP","60","443  >  53054 [ACK] Seq=65 Ack=58 Win=64239 Len=0"
"32","42.112557317","192.168.17.1","224.0.0.251","MDNS","81","Standard query 0x0000 PTR _XSplitCam._tcp.local, ""QU"" question"
"33","42.817169957","192.168.17.1","239.255.255.250","UDP","698","50917  >  3702 Len=656"
"34","42.832840698","fe80::4c15:5bf5:ef58:2ff6","ff02::c","UDP","718","50918  >  3702 Len=656"
"35","44.224924431","192.168.17.1","224.0.0.251","MDNS","81","Standard query 0x0000 PTR _XSplitCam._tcp.local, ""QU"" question"
"36","44.821109446","192.168.17.1","239.255.255.250","UDP","698","50917  >  3702 Len=656"
"37","44.836940869","fe80::4c15:5bf5:ef58:2ff6","ff02::c","UDP","718","50918  >  3702 Len=656"
"38","46.824273247","192.168.17.1","239.255.255.250","UDP","698","50917  >  3702 Len=656"
"39","46.839422767","fe80::4c15:5bf5:ef58:2ff6","ff02::c","UDP","718","50918  >  3702 Len=656"
"40","46.933476965","VMware_96:a6:89","VMware_f6:f5:e5","ARP","42","Who has 192.168.17.2? Tell 192.168.17.131"
"41","46.934214457","VMware_f6:f5:e5","VMware_96:a6:89","ARP","60","192.168.17.2 is at 00:50:56:f6:f5:e5"
"42","49.916247279","192.168.17.1","192.168.17.255","BROWSER","252","Domain/Workgroup Announcement WORKGROUP, NT Workstation, Domain Enum"
"43","49.998712249","192.168.17.1","224.0.0.251","MDNS","81","Standard query 0x0000 PTR _XSplitCam._tcp.local, ""QU"" question"
"44","50.730394190","fe80::4c15:5bf5:ef58:2ff6","ff02::c","UDP","718","50918  >  3702 Len=656"
"45","50.730394443","192.168.17.1","239.255.255.250","UDP","698","50917  >  3702 Len=656"
"46","50.855451391","fe80::4c15:5bf5:ef58:2ff6","ff02::c","UDP","718","50918  >  3702 Len=656"
"47","50.932364653","192.168.17.1","239.255.255.250","UDP","698","50917  >  3702 Len=656"
"48","51.105772465","fe80::4c15:5bf5:ef58:2ff6","ff02::c","UDP","718","50918  >  3702 Len=656"
"49","51.322387507","192.168.17.1","239.255.255.250","UDP","698","50917  >  3702 Len=656"
"50","51.600455639","fe80::4c15:5bf5:ef58:2ff6","ff02::c","UDP","718","50918  >  3702 Len=656"
"51","52.099370013","192.168.17.1","239.255.255.250","UDP","698","50917  >  3702 Len=656"
"52","52.568623037","fe80::4c15:5bf5:ef58:2ff6","ff02::c","UDP","718","50918  >  3702 Len=656"
"53","53.637351171","192.168.17.1","239.255.255.250","UDP","698","50917  >  3702 Len=656"
"54","54.490418042","fe80::4c15:5bf5:ef58:2ff6","ff02::c","UDP","718","50918  >  3702 Len=656"
"55","54.998444774","192.168.17.1","224.0.0.251","MDNS","81","Standard query 0x0000 PTR _XSplitCam._tcp.local, ""QU"" question"
"56","55.644128601","192.168.17.1","239.255.255.250","UDP","698","50917  >  3702 Len=656"
"57","56.500288666","fe80::4c15:5bf5:ef58:2ff6","ff02::c","UDP","718","50918  >  3702 Len=656"
"58","57.657383364","192.168.17.1","239.255.255.250","UDP","698","50917  >  3702 Len=656"
"59","58.349620971","192.168.17.131","192.168.17.2","DNS","79","Standard query 0xd54f A default.exp-tas.com"
"60","58.349686152","192.168.17.131","192.168.17.2","DNS","79","Standard query 0x7a4c AAAA default.exp-tas.com"
"61","58.357238182","192.168.17.2","192.168.17.131","DNS","161","Standard query response 0xd54f A default.exp-tas.com CNAME deault-exp-tas-com.e-0014.e-msedge.net CNAME e-0014.e-msedge.net A 13.107.5.93"
"62","58.358573896","192.168.17.2","192.168.17.131","DNS","202","Standard query response 0x7a4c AAAA default.exp-tas.com CNAME deault-exp-tas-com.e-0014.e-msedge.net CNAME e-0014.e-msedge.net SOA ns1.e-msedge.net"
"63","58.358969404","192.168.17.131","13.107.5.93","TCP","74","60256  >  443 [SYN] Seq=0 Win=32120 Len=0 MSS=1460 SACK_PERM TSval=2971880263 TSecr=0 WS=128"
"64","58.377852241","13.107.5.93","192.168.17.131","TCP","60","443  >  60256 [SYN, ACK] Seq=0 Ack=1 Win=64240 Len=0 MSS=1460"
"65","58.377915694","192.168.17.131","13.107.5.93","TCP","54","60256  >  443 [ACK] Seq=1 Ack=1 Win=32120 Len=0"
"66","58.378472349","192.168.17.131","13.107.5.93","TLSv1.3","571","Client Hello (SNI=default.exp-tas.com)"
"67","58.378795548","13.107.5.93","192.168.17.131","TCP","60","443  >  60256 [ACK] Seq=1 Ack=518 Win=64240 Len=0"
"68","58.402754091","13.107.5.93","192.168.17.131","TLSv1.3","153","Hello Retry Request, Change Cipher Spec"
"69","58.402917275","192.168.17.131","13.107.5.93","TCP","54","60256  >  443 [ACK] Seq=518 Ack=100 Win=32021 Len=0"
"70","58.405231907","192.168.17.131","13.107.5.93","TLSv1.3","398","Change Cipher Spec, Client Hello (SNI=default.exp-tas.com)"
"71","58.405622976","13.107.5.93","192.168.17.131","TCP","60","443  >  60256 [ACK] Seq=100 Ack=862 Win=64240 Len=0"
"72","58.430308679","13.107.5.93","192.168.17.131","TLSv1.3","1514","Server Hello"
"73","58.431134727","13.107.5.93","192.168.17.131","TCP","1514","443  >  60256 [PSH, ACK] Seq=1560 Ack=862 Win=64240 Len=1460 [TCP segment of a reassembled PDU]"
"74","58.431702183","192.168.17.131","13.107.5.93","TCP","54","60256  >  443 [ACK] Seq=862 Ack=3020 Win=30660 Len=0"
"75","58.432127373","13.107.5.93","192.168.17.131","TLSv1.3","1312","Application Data"
"76","58.441232883","192.168.17.131","13.107.5.93","TLSv1.3","668","Application Data, Application Data"
"77","58.441560981","13.107.5.93","192.168.17.131","TCP","60","443  >  60256 [ACK] Seq=4278 Ack=1476 Win=64240 Len=0"
"78","58.460436048","13.107.5.93","192.168.17.131","TLSv1.3","513","Application Data"
"79","58.486834436","13.107.5.93","192.168.17.131","TLSv1.3","1998","Application Data, Application Data"
"80","58.486916409","192.168.17.131","13.107.5.93","TCP","54","60256  >  443 [ACK] Seq=1476 Ack=6681 Win=30660 Len=0"
"81","60.011305184","192.168.17.1","224.0.0.251","MDNS","81","Standard query 0x0000 PTR _XSplitCam._tcp.local, ""QU"" question"
"82","62.123964094","192.168.17.1","224.0.0.251","MDNS","81","Standard query 0x0000 PTR _XSplitCam._tcp.local, ""QU"" question"
"83","62.527630475","192.168.17.131","13.107.5.93","TCP","54","60256  >  443 [FIN, ACK] Seq=1476 Ack=6681 Win=30660 Len=0"
"84","62.528081822","13.107.5.93","192.168.17.131","TCP","60","443  >  60256 [ACK] Seq=6681 Ack=1477 Win=64239 Len=0"
"85","62.546722064","13.107.5.93","192.168.17.131","TCP","60","443  >  60256 [FIN, PSH, ACK] Seq=6681 Ack=1477 Win=64239 Len=0"
"86","62.546754187","192.168.17.131","13.107.5.93","TCP","54","60256  >  443 [ACK] Seq=1477 Ack=6682 Win=30660 Len=0"
"87","64.234763591","192.168.17.1","224.0.0.251","MDNS","81","Standard query 0x0000 PTR _XSplitCam._tcp.local, ""QU"" question"
"88","70.008406351","192.168.17.1","224.0.0.251","MDNS","81","Standard query 0x0000 PTR _XSplitCam._tcp.local, ""QU"" question"
"89","75.010797489","192.168.17.1","224.0.0.251","MDNS","81","Standard query 0x0000 PTR _XSplitCam._tcp.local, ""QU"" question"
"90","80.004345455","192.168.17.1","224.0.0.251","MDNS","81","Standard query 0x0000 PTR _XSplitCam._tcp.local, ""QU"" question"
"91","82.115660990","192.168.17.1","224.0.0.251","MDNS","81","Standard query 0x0000 PTR _XSplitCam._tcp.local, ""QU"" question"
"92","84.225725571","192.168.17.1","224.0.0.251","MDNS","81","Standard query 0x0000 PTR _XSplitCam._tcp.local, ""QU"" question"
"93","90.000135792","192.168.17.1","224.0.0.251","MDNS","81","Standard query 0x0000 PTR _XSplitCam._tcp.local, ""QU"" question"
"94","94.322945299","192.168.17.131","192.168.17.2","DNS","79","Standard query 0x17dc A main.vscode-cdn.net"
"95","94.323039859","192.168.17.131","192.168.17.2","DNS","79","Standard query 0x1ca3 HTTPS main.vscode-cdn.net"
"96","94.354547748","192.168.17.2","192.168.17.131","DNS","249","Standard query response 0x17dc A main.vscode-cdn.net CNAME vscode-cdn.z01.azurefd.net CNAME star-azurefd-prod.trafficmanager.net CNAME shed.dual-low.s-part-0013.t-0009.t-msedge.net CNAME s-part-0013.t-0009.t-msedge.net A 13.107.246.41"
"97","94.355936177","192.168.17.2","192.168.17.131","DNS","293","Standard query response 0x1ca3 HTTPS main.vscode-cdn.net CNAME vscode-cdn.z01.azurefd.net CNAME star-azurefd-prod.trafficmanager.net CNAME shed.dual-low.s-part-0013.t-0009.t-msedge.net CNAME s-part-0013.t-0009.t-msedge.net SOA ns1.t-msedge.net"
"98","94.356361186","192.168.17.131","13.107.246.41","TCP","74","36936  >  443 [SYN] Seq=0 Win=32120 Len=0 MSS=1460 SACK_PERM TSval=2545946250 TSecr=0 WS=128"
"99","94.376069939","13.107.246.41","192.168.17.131","TCP","60","443  >  36936 [SYN, ACK] Seq=0 Ack=1 Win=64240 Len=0 MSS=1460"
"100","94.376153822","192.168.17.131","13.107.246.41","TCP","54","36936  >  443 [ACK] Seq=1 Ack=1 Win=32120 Len=0"
"101","94.376695972","192.168.17.131","13.107.246.41","TLSv1.3","1847","Client Hello (SNI=main.vscode-cdn.net)"
"102","94.376927621","13.107.246.41","192.168.17.131","TCP","60","443  >  36936 [ACK] Seq=1 Ack=1461 Win=64240 Len=0"
"103","94.377043517","13.107.246.41","192.168.17.131","TCP","60","443  >  36936 [ACK] Seq=1 Ack=1794 Win=64240 Len=0"
"104","94.422315013","13.107.246.41","192.168.17.131","TLSv1.3","153","Hello Retry Request, Change Cipher Spec"
"105","94.422390759","192.168.17.131","13.107.246.41","TCP","54","36936  >  443 [ACK] Seq=1794 Ack=100 Win=32021 Len=0"
"106","94.422746839","192.168.17.131","13.107.246.41","TLSv1.3","661","Change Cipher Spec, Client Hello (SNI=main.vscode-cdn.net)"
"107","94.422920237","13.107.246.41","192.168.17.131","TCP","60","443  >  36936 [ACK] Seq=100 Ack=2401 Win=64240 Len=0"
"108","94.450793286","13.107.246.41","192.168.17.131","TLSv1.3","1464","Server Hello, Application Data"
"109","94.452067069","13.107.246.41","192.168.17.131","TCP","1464","443  >  36936 [PSH, ACK] Seq=1510 Ack=2401 Win=64240 Len=1410 [TCP segment of a reassembled PDU]"
"110","94.452243085","192.168.17.131","13.107.246.41","TCP","54","36936  >  443 [ACK] Seq=2401 Ack=2920 Win=31020 Len=0"
"111","94.453121034","13.107.246.41","192.168.17.131","TCP","1330","443  >  36936 [PSH, ACK] Seq=2920 Ack=2401 Win=64240 Len=1276 [TCP segment of a reassembled PDU]"
"112","94.459335742","13.107.246.41","192.168.17.131","TLSv1.3","2955","Application Data, Application Data, Application Data"
"113","94.459378611","192.168.17.131","13.107.246.41","TCP","54","36936  >  443 [ACK] Seq=2401 Ack=7097 Win=31020 Len=0"
"114","94.465684489","192.168.17.131","13.107.246.41","TLSv1.3","128","Application Data"
"115","94.465960148","192.168.17.131","13.107.246.41","TLSv1.3","146","Application Data"
"116","94.466041920","13.107.246.41","192.168.17.131","TCP","60","443  >  36936 [ACK] Seq=7097 Ack=2475 Win=64240 Len=0"
"117","94.466200055","13.107.246.41","192.168.17.131","TCP","60","443  >  36936 [ACK] Seq=7097 Ack=2567 Win=64240 Len=0"
"118","94.466245737","192.168.17.131","13.107.246.41","TLSv1.3","319","Application Data"
"119","94.466498391","13.107.246.41","192.168.17.131","TCP","60","443  >  36936 [ACK] Seq=7097 Ack=2832 Win=64240 Len=0"
"120","94.487574561","13.107.246.41","192.168.17.131","TLSv1.3","690","Application Data, Application Data, Application Data"
"121","94.487808597","192.168.17.131","13.107.246.41","TLSv1.3","85","Application Data"
"122","94.488006202","13.107.246.41","192.168.17.131","TCP","60","443  >  36936 [ACK] Seq=7733 Ack=2863 Win=64240 Len=0"
"123","94.504781851","13.107.246.41","192.168.17.131","TLSv1.3","85","Application Data"
"124","94.512884728","13.107.246.41","192.168.17.131","TCP","8514","443  >  36936 [PSH, ACK] Seq=7764 Ack=2863 Win=64240 Len=8460 [TCP segment of a reassembled PDU]"
"125","94.512961563","192.168.17.131","13.107.246.41","TCP","54","36936  >  443 [ACK] Seq=2863 Ack=16224 Win=31020 Len=0"
"126","94.514593304","13.107.246.41","192.168.17.131","TCP","2874","443  >  36936 [PSH, ACK] Seq=16224 Ack=2863 Win=64240 Len=2820 [TCP segment of a reassembled PDU]"
"127","94.514618228","192.168.17.131","13.107.246.41","TCP","54","36936  >  443 [ACK] Seq=2863 Ack=19044 Win=31020 Len=0"
"128","94.516395958","13.107.246.41","192.168.17.131","TCP","2874","443  >  36936 [PSH, ACK] Seq=19044 Ack=2863 Win=64240 Len=2820 [TCP segment of a reassembled PDU]"
"129","94.516419134","192.168.17.131","13.107.246.41","TCP","54","36936  >  443 [ACK] Seq=2863 Ack=21864 Win=31020 Len=0"
"130","94.522074459","13.107.246.41","192.168.17.131","TLSv1.3","2874","Application Data"
"131","94.522142528","192.168.17.131","13.107.246.41","TCP","54","36936  >  443 [ACK] Seq=2863 Ack=24684 Win=31020 Len=0"
"132","94.522571017","13.107.246.41","192.168.17.131","TCP","2874","443  >  36936 [PSH, ACK] Seq=24684 Ack=2863 Win=64240 Len=2820 [TCP segment of a reassembled PDU]"
"133","94.522582390","192.168.17.131","13.107.246.41","TCP","54","36936  >  443 [ACK] Seq=2863 Ack=27504 Win=31020 Len=0"
"134","94.530019769","13.107.246.41","192.168.17.131","TCP","2874","443  >  36936 [PSH, ACK] Seq=27504 Ack=2863 Win=64240 Len=2820 [TCP segment of a reassembled PDU]"
"135","94.530020112","13.107.246.41","192.168.17.131","TCP","1514","443  >  36936 [ACK] Seq=30324 Ack=2863 Win=64240 Len=1460 [TCP segment of a reassembled PDU]"
"136","94.530095559","192.168.17.131","13.107.246.41","TCP","54","36936  >  443 [ACK] Seq=2863 Ack=30324 Win=31020 Len=0"
"137","94.530137044","13.107.246.41","192.168.17.131","TCP","1414","443  >  36936 [PSH, ACK] Seq=31784 Ack=2863 Win=64240 Len=1360 [TCP segment of a reassembled PDU]"
"138","94.530141308","192.168.17.131","13.107.246.41","TCP","54","36936  >  443 [ACK] Seq=2863 Ack=33144 Win=31020 Len=0"
"139","94.531363302","13.107.246.41","192.168.17.131","TCP","2874","443  >  36936 [PSH, ACK] Seq=33144 Ack=2863 Win=64240 Len=2820 [TCP segment of a reassembled PDU]"
"140","94.531395640","192.168.17.131","13.107.246.41","TCP","54","36936  >  443 [ACK] Seq=2863 Ack=35964 Win=36500 Len=0"
"141","94.532355428","13.107.246.41","192.168.17.131","TCP","2874","443  >  36936 [PSH, ACK] Seq=35964 Ack=2863 Win=64240 Len=2820 [TCP segment of a reassembled PDU]"
"142","94.532384050","192.168.17.131","13.107.246.41","TCP","54","36936  >  443 [ACK] Seq=2863 Ack=38784 Win=42340 Len=0"
"143","94.533365534","13.107.246.41","192.168.17.131","TLSv1.3","2874","Application Data, Application Data"
"144","94.533390236","192.168.17.131","13.107.246.41","TCP","54","36936  >  443 [ACK] Seq=2863 Ack=41604 Win=48180 Len=0"
"145","94.534075315","13.107.246.41","192.168.17.131","TCP","2874","443  >  36936 [PSH, ACK] Seq=41604 Ack=2863 Win=64240 Len=2820 [TCP segment of a reassembled PDU]"
"146","94.534100511","192.168.17.131","13.107.246.41","TCP","54","36936  >  443 [ACK] Seq=2863 Ack=44424 Win=54020 Len=0"
"147","94.534910918","13.107.246.41","192.168.17.131","TCP","2874","443  >  36936 [PSH, ACK] Seq=44424 Ack=2863 Win=64240 Len=2820 [TCP segment of a reassembled PDU]"
"148","94.534932005","192.168.17.131","13.107.246.41","TCP","54","36936  >  443 [ACK] Seq=2863 Ack=47244 Win=59860 Len=0"
"149","94.535770757","13.107.246.41","192.168.17.131","TCP","2874","443  >  36936 [PSH, ACK] Seq=47244 Ack=2863 Win=64240 Len=2820 [TCP segment of a reassembled PDU]"
"150","94.535797360","192.168.17.131","13.107.246.41","TCP","54","36936  >  443 [ACK] Seq=2863 Ack=50064 Win=64240 Len=0"
"151","94.536556926","13.107.246.41","192.168.17.131","TCP","2874","443  >  36936 [PSH, ACK] Seq=50064 Ack=2863 Win=64240 Len=2820 [TCP segment of a reassembled PDU]"
"152","94.536576180","192.168.17.131","13.107.246.41","TCP","54","36936  >  443 [ACK] Seq=2863 Ack=52884 Win=65535 Len=0"
"153","94.537483871","13.107.246.41","192.168.17.131","TCP","2874","443  >  36936 [PSH, ACK] Seq=52884 Ack=2863 Win=64240 Len=2820 [TCP segment of a reassembled PDU]"
"154","94.537512578","192.168.17.131","13.107.246.41","TCP","54","36936  >  443 [ACK] Seq=2863 Ack=55704 Win=65535 Len=0"
"155","94.538349925","13.107.246.41","192.168.17.131","TLSv1.3","2874","Application Data"
"156","94.538380907","192.168.17.131","13.107.246.41","TCP","54","36936  >  443 [ACK] Seq=2863 Ack=58524 Win=65535 Len=0"
"157","94.539185567","13.107.246.41","192.168.17.131","TLSv1.3","2173","Application Data"
"158","94.539213773","192.168.17.131","13.107.246.41","TCP","54","36936  >  443 [ACK] Seq=2863 Ack=60643 Win=65535 Len=0"
"159","95.001123810","192.168.17.1","224.0.0.251","MDNS","81","Standard query 0x0000 PTR _XSplitCam._tcp.local, ""QU"" question"
"160","100.011453614","192.168.17.1","224.0.0.251","MDNS","81","Standard query 0x0000 PTR _XSplitCam._tcp.local, ""QU"" question"
"161","102.121531331","192.168.17.1","224.0.0.251","MDNS","81","Standard query 0x0000 PTR _XSplitCam._tcp.local, ""QU"" question"
"162","104.237702168","192.168.17.1","224.0.0.251","MDNS","81","Standard query 0x0000 PTR _XSplitCam._tcp.local, ""QU"" question"
"163","106.402609847","192.168.17.1","224.0.0.251","MDNS","81","Standard query 0x0000 PTR _XSplitCam._tcp.local, ""QU"" question"
"164","108.444486892","192.168.17.131","192.168.17.2","DNS","88","Standard query 0xcd0a A contile.services.mozilla.com"
"165","108.444536976","192.168.17.131","192.168.17.2","DNS","88","Standard query 0x9208 AAAA contile.services.mozilla.com"
"166","108.451947242","192.168.17.2","192.168.17.131","DNS","104","Standard query response 0xcd0a A contile.services.mozilla.com A 34.117.188.166"
"167","108.454034972","192.168.17.2","192.168.17.131","DNS","169","Standard query response 0x9208 AAAA contile.services.mozilla.com SOA ns-679.awsdns-20.net"
"168","108.455992346","192.168.17.131","34.117.188.166","QUIC","1399","Initial, DCID=5ea7454e40f781a3, SCID=f35af3, PKN: 0, CRYPTO"
"169","108.458218160","192.168.17.1","224.0.0.251","MDNS","81","Standard query 0x0000 PTR _XSplitCam._tcp.local, ""QU"" question"
"170","108.477907774","34.117.188.166","192.168.17.131","QUIC","1399","Handshake, DCID=f35af3, SCID=fea7454e40f781a3"
"171","108.479336726","192.168.17.131","34.117.188.166","QUIC","199","Protected Payload (KP0), DCID=fea7454e40f781a3"
"172","108.479947163","192.168.17.131","34.117.188.166","QUIC","198","Protected Payload (KP0), DCID=fea7454e40f781a3"
"173","108.486030200","34.117.188.166","192.168.17.131","QUIC","613","Protected Payload (KP0), DCID=f35af3"
"174","108.486629710","34.117.188.166","192.168.17.131","QUIC","165","Protected Payload (KP0), DCID=f35af3"
"175","108.486933197","34.117.188.166","192.168.17.131","QUIC","72","Protected Payload (KP0), DCID=f35af3"
"176","108.487255429","192.168.17.131","34.117.188.166","QUIC","73","Protected Payload (KP0), DCID=fea7454e40f781a3"
"177","108.510790299","192.168.17.131","34.117.188.166","QUIC","74","Protected Payload (KP0), DCID=fea7454e40f781a3"
"178","108.566227824","34.117.188.166","192.168.17.131","QUIC","1395","Protected Payload (KP0), DCID=f35af3"
"179","108.566413222","34.117.188.166","192.168.17.131","QUIC","1399","Protected Payload (KP0), DCID=f35af3"
"180","108.566690700","192.168.17.131","34.117.188.166","QUIC","78","Protected Payload (KP0), DCID=fea7454e40f781a3"
"181","108.567423689","34.117.188.166","192.168.17.131","QUIC","1399","Protected Payload (KP0), DCID=f35af3"
"182","108.568173754","34.117.188.166","192.168.17.131","QUIC","1399","Protected Payload (KP0), DCID=f35af3"
"183","108.568393585","192.168.17.131","34.117.188.166","QUIC","73","Protected Payload (KP0), DCID=fea7454e40f781a3"
"184","108.568712963","34.117.188.166","192.168.17.131","QUIC","450","Protected Payload (KP0), DCID=f35af3"
"185","108.589628896","192.168.17.131","34.117.188.166","QUIC","74","Protected Payload (KP0), DCID=fea7454e40f781a3"
"186","108.599302752","34.117.188.166","192.168.17.131","QUIC","69","Protected Payload (KP0), DCID=f35af3"
"187","110.568158232","192.168.17.1","224.0.0.251","MDNS","81","Standard query 0x0000 PTR _XSplitCam._tcp.local, ""QU"" question"
"188","115.019249569","192.168.17.1","224.0.0.251","MDNS","81","Standard query 0x0000 PTR _XSplitCam._tcp.local, ""QU"" question"
"189","115.336477830","VMware_f6:f5:e5","Broadcast","ARP","60","Who has 192.168.17.131? Tell 192.168.17.2"
"190","115.336507485","VMware_96:a6:89","VMware_f6:f5:e5","ARP","42","192.168.17.131 is at 00:0c:29:96:a6:89"
"191","115.336558680","34.107.243.93","192.168.17.131","TLSv1.2","78","Application Data"
"192","115.336793213","192.168.17.131","34.107.243.93","TLSv1.2","82","Application Data"
"193","115.337035821","34.107.243.93","192.168.17.131","TCP","60","443  >  48254 [ACK] Seq=25 Ack=29 Win=64240 Len=0"
"194","120.012297740","192.168.17.1","224.0.0.251","MDNS","81","Standard query 0x0000 PTR _XSplitCam._tcp.local, ""QU"" question"
"195","122.441591618","192.168.17.131","169.254.169.254","TCP","74","46806  >  80 [SYN] Seq=0 Win=32120 Len=0 MSS=1460 SACK_PERM TSval=570145981 TSecr=0 WS=128"
"196","122.442251122","169.254.169.254","192.168.17.131","TCP","60","80  >  46806 [RST, ACK] Seq=1 Ack=1 Win=64240 Len=0"
"197","122.465260634","192.168.17.131","192.168.17.2","DNS","101","Standard query 0x9e34 A westus-0.in.applicationinsights.azure.com"
"198","122.465311553","192.168.17.131","192.168.17.2","DNS","101","Standard query 0xb43a AAAA westus-0.in.applicationinsights.azure.com"
"199","122.473844422","192.168.17.2","192.168.17.131","DNS","248","Standard query response 0x9e34 A westus-0.in.applicationinsights.azure.com CNAME westus-0.in.ai.monitor.azure.com CNAME westus-0.in.ai.privatelink.monitor.azure.com CNAME gig-ai-prod-westus-0.trafficmanager.net A 20.189.172.73"
"200","122.474445721","192.168.17.2","192.168.17.131","DNS","290","Standard query response 0xb43a AAAA westus-0.in.applicationinsights.azure.com CNAME westus-0.in.ai.monitor.azure.com CNAME westus-0.in.ai.privatelink.monitor.azure.com CNAME gig-ai-prod-westus-0.trafficmanager.net SOA tm1.dns-tm.com"
"201","122.475005213","192.168.17.131","20.189.172.73","TCP","74","47838  >  443 [SYN] Seq=0 Win=32120 Len=0 MSS=1460 SACK_PERM TSval=3025094206 TSecr=0 WS=128"
"202","122.508889348","192.168.17.131","192.168.17.2","DNS","79","Standard query 0x45b1 A default.exp-tas.com"
"203","122.508971432","192.168.17.131","192.168.17.2","DNS","79","Standard query 0x8cbd AAAA default.exp-tas.com"
"204","122.516970893","192.168.17.2","192.168.17.131","DNS","161","Standard query response 0x45b1 A default.exp-tas.com CNAME deault-exp-tas-com.e-0014.e-msedge.net CNAME e-0014.e-msedge.net A 13.107.5.93"
"205","122.523646992","192.168.17.2","192.168.17.131","DNS","202","Standard query response 0x8cbd AAAA default.exp-tas.com CNAME deault-exp-tas-com.e-0014.e-msedge.net CNAME e-0014.e-msedge.net SOA ns1.e-msedge.net"
"206","122.524619077","192.168.17.131","13.107.5.93","TCP","74","54698  >  443 [SYN] Seq=0 Win=32120 Len=0 MSS=1460 SACK_PERM TSval=2971944429 TSecr=0 WS=128"
"207","122.541909397","20.189.172.73","192.168.17.131","TCP","60","443  >  47838 [SYN, ACK] Seq=0 Ack=1 Win=64240 Len=0 MSS=1460"
